Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
37746,5ccsZWf2YhhxSZjmi5FdIw,Parangolé,"O Pai Chegou, Vol. 2",Ela Não Quer Guerra Com Ninguém,46,171512,False,0.818,0.757,4,-3.718,1,0.0576,0.75,0.000237,0.162,0.889,110.065,4,funk
58641,21T9lWigjSIMg9uD6ZfRnQ,Killing Joke,Night Time,Eighties - 2007 Digital Remaster,57,239280,False,0.393,0.964,3,-8.838,1,0.144,0.000735,0.0196,0.34,0.352,151.898,4,industrial
68095,2kAz0WYicCnx9yEuhT0MhL,J Balvin,Queda poco para la PAES 2.0,Sin Compromiso,0,189026,False,0.774,0.914,7,-4.739,1,0.159,0.193,0.0,0.427,0.816,98.031,4,latino
40626,5G8lsDiUpxvc337PflB9yB,Wilian Nascimento;Bruna Karla,Quero Descer (Ao Vivo),Quero Descer (Ao Vivo),40,246828,False,0.332,0.331,9,-5.421,1,0.0293,0.835,0.0,0.107,0.355,140.788,4,gospel
65178,0jSccBRnhNU4KtACMQPvco,BTS,MAP OF THE SOUL : PERSONA,Mikrokosmos,73,224225,False,0.579,0.858,8,-5.212,1,0.114,0.125,0.0,0.0502,0.475,174.043,3,k-pop
64238,4kY9pd1AJwnxdThLArfvUb,Ella Fitzgerald;Louis Armstrong,Christmas Vibes But Not Christmas Songs,Cheek To Cheek,0,353647,False,0.665,0.443,0,-8.076,1,0.0803,0.582,0.0,0.113,0.662,122.872,4,jazz
44008,1r1fPuhj9H4VdXr7OK6FL5,Linkin Park,LIVING THINGS,CASTLE OF GLASS,73,205400,False,0.615,0.911,1,-3.584,0,0.0278,0.0686,0.00188,0.0908,0.685,108.0,4,grunge
10834,7EujzMqThpXYXITVA442IN,Audio Bullys;Mr Fox;Roots Manuva,Generation,Made Like That,11,250693,False,0.525,0.926,4,-2.948,0,0.327,0.102,0.0,0.0861,0.497,91.278,4,breakbeat
44801,5XOs6i10yHUw6HUQ0cJDIa,The Exies,Head For The Door,Tired Of You,43,239600,False,0.369,0.643,3,-5.098,1,0.0346,0.00323,0.0,0.0907,0.212,175.233,4,grunge
83772,3EuU1VWTQsxlXttEFvif0C,Maurice West,The Kick,The Kick,52,176250,False,0.731,0.783,1,-4.364,1,0.257,0.00235,0.168,0.392,0.412,128.075,4,progressive-house
14118,3G1vsbxBwV8u5gXK6ZxUL2,Radha;Bob Smith,Mother Goose Nursery Rhymes,Baa Baa Black Sheep,57,74066,False,0.851,0.281,0,-10.855,1,0.0625,0.81,0.0811,0.782,0.601,112.891,4,children
89300,3DmW6y7wTEYHJZlLo1r6XJ,Becky G,Shower,Shower,78,206166,False,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,4,reggaeton
14418,5T3lK7MInJBhzfxbP8ut4W,CoComelon,Nursery Rhymes by CoComelon Vol.2,Alice the Camel,44,92008,False,0.869,0.354,2,-10.544,0,0.083,0.199,0.0,0.115,0.849,156.038,4,children
70404,0o9XsvHqGY2L8E6LRztDv1,Rainie Yang,雨愛,匿名的好友,53,261880,False,0.551,0.367,2,-7.907,1,0.0291,0.609,0.0,0.172,0.205,119.842,4,mandopop
65029,7Em0lueWaMfJ4MWMDdSGNt,Yuvan Shankar Raja;Sid Sriram,Naane Varuvean,Pinju Pinju Mazhai,30,318427,False,0.746,0.649,11,-10.096,0,0.0327,0.587,1.23e-05,0.134,0.654,104.984,4,k-pop
26800,4CGNLY0PVsVGubWkee0lbO,Benny Martin;The Wong Janice,Lovely (Piano & Cello),Lovely - Piano & Cello,38,180931,False,0.307,0.152,4,-16.993,0,0.035,0.983,0.887,0.148,0.167,127.512,4,disney
72016,4GssB27iJeqmfGxS94Tfij,Falling In Reverse,Popular Monster,Popular Monster,75,220537,True,0.461,0.897,3,-3.982,0,0.092,0.00821,0.0,0.0965,0.358,165.107,4,metalcore
17286,12CQQ1yENFHIhJl7U9MeJL,DJ LILMAN;DJ Wallah,Hit It to the Beat,Hit It to the Beat,21,173946,False,0.894,0.418,1,-11.604,1,0.267,0.0244,0.0667,0.106,0.0368,138.049,4,club
24786,5TAWsi9qrxg1NJvk9v6YdA,Aaron Carl,Ovum: The Fall Collection: 2004,My House - Dennis F Remix,7,322812,False,0.748,0.589,11,-9.163,0,0.043,0.00156,0.746,0.356,0.619,125.016,4,detroit-techno
54183,5g04EB96cYc6VIC3DPQxpX,Rei Harakami,opa*q,poof,15,230840,False,0.669,0.219,5,-20.188,1,0.0502,0.928,0.713,0.101,0.11,99.786,3,idm
85382,3ZpS3Gak4z8s7U653UxJa4,Schmutzki,Spackos Forever,Sauflied,40,120773,False,0.547,0.932,9,-3.122,1,0.0869,0.0174,5.95e-05,0.128,0.833,170.987,4,punk-rock
103506,1jEKaQuP8gBW2wYqqtNXEf,Aaryan Shah,The Dark Ages,Demon Time,58,189777,True,0.499,0.48,0,-9.217,0,0.0931,0.805,0.0,0.121,0.201,71.931,4,soul
67528,6cfAxiWFZknozbE2RHslv3,Nelly Furtado,Halloween Party 2022,Maneater,0,265426,False,0.799,0.721,6,-5.222,1,0.0508,0.0214,0.000341,0.335,0.66,132.763,4,latin
75095,5rPUGvnDW35yYRk9KqmkuY,ICE-T,Rap Homage,New Jack Hustler (Nino's Theme),0,283306,True,0.83,0.859,7,-9.213,1,0.124,0.000956,0.0,0.214,0.653,109.319,4,new-age
55011,4Hv055xg1SZZgwwGBx8Cr5,Pritam;Shreya Ghoshal;TUSHAR JOSHI,"Rasiya (From ""Brahmastra"")","Rasiya (From ""Brahmastra"")",74,265063,False,0.54,0.796,4,-7.538,1,0.0521,0.371,0.00165,0.11,0.636,78.99,4,indian
85344,5momcZeBnYAHWzxTxVO0pq,Planet Hemp,Usuário,Fazendo a Cabeça,42,200106,False,0.698,0.73,4,-8.146,0,0.094,0.00786,8.57e-05,0.214,0.537,116.189,4,punk-rock
94516,6ZZw6vR15Tg59f7fl9NZ4X,KILJ,Militant,Militant,55,106136,True,0.7,0.63,9,-7.855,1,0.0844,0.0183,0.0,0.0824,0.317,186.174,4,sad
3741,59mGCC08pYEwStwO3oTLfH,Faith No More,Metal,War Pigs,0,465933,False,0.323,0.891,6,-7.018,0,0.119,0.00126,0.0187,0.243,0.235,97.373,4,alternative
98388,76M8AXFxBcmXxrJIPcIDZX,25th Annual Putnam County Spelling Bee Original Cast,25th Annual Putnam County Spelling Bee (Original Broadway Cast Recording),Finale,26,61480,False,0.637,0.387,0,-6.271,1,0.0372,0.757,0.0,0.267,0.881,83.271,4,show-tunes
38225,4KC2Z9dL4jL61Ys35N6srg,The Strokes,Is This It,Barely Legal,57,234733,True,0.427,0.886,0,-6.304,1,0.037,0.004,0.0532,0.0909,0.857,157.609,4,garage
79014,5wqIigDb6Afe0mX4acLyKo,OneRepublic,OO's Music Grandi Successi,Apologize,6,208106,False,0.596,0.74,8,-6.127,1,0.0338,0.341,2.05e-05,0.102,0.493,118.031,4,piano
41939,7LFN5AlCpstfLPJmIHYEGL,Deadbolt,Buy a Gun - Get a Free Guitar,Hillbilly War,20,240066,False,0.603,0.927,2,-5.85,1,0.0749,0.00114,0.0288,0.0718,0.562,116.433,4,goth
86799,1S5nq7DelsGNc4DVFaJHul,Attaque 77,"Acústico,Teatro Opera, Buenos Aires, Argentina.",Arrancacorazones - Acústico en Vivo,39,226000,False,0.385,0.838,7,-6.051,1,0.0369,0.23,0.0,0.91,0.274,125.572,4,punk
99951,0KpiiWS4yj7V4xkVDfYU7o,Anupam Roy;Anindya Chatterjee,Baishe Srabon,Je Kawta Din - Male,34,245786,False,0.625,0.44,2,-9.097,1,0.038,0.769,0.0,0.181,0.592,134.796,4,singer-songwriter
91921,1Kl6QcGWVECHMfjqrQux5V,Christina Perri,Feeling Good - Adult Pop Favorites,arms,0,261213,False,0.463,0.755,4,-7.244,1,0.0634,0.11,4.89e-06,0.103,0.252,145.312,4,rock
105277,1BzbkoI0867xFsfy1tBwFm,Odd Shapes,Tour Bus,Chasing Clouds,41,174654,False,0.847,0.37,8,-12.991,1,0.0805,0.0278,0.676,0.314,0.621,140.016,4,study
68474,5mGloFHrHDNGR1pY8iyxGn,Kevin Roldan,Frescura y Perreo,PPP,0,129332,False,0.798,0.625,4,-6.83,1,0.13,0.383,3.33e-05,0.125,0.774,92.994,4,latino
70903,2qGihe72sYAOwt2w5EjtNp,Jacky Cheung,真愛 新曲 + 真正精選,一千個傷心的理由,52,276000,False,0.585,0.369,7,-12.23,0,0.0278,0.663,1.62e-06,0.278,0.182,134.058,4,mandopop
36994,5YKyEOXInpfadidKHIxPAs,Shaka Ponk,Apelogies,Smells Like Teen Spirit - 2020,31,331906,False,0.294,0.678,10,-4.286,0,0.0518,0.0552,5.31e-06,0.104,0.16,94.881,4,french
55268,6L4QbsQrP9ZiZdz9SfOSGV,Pritam;Mohit Chauhan,Love Aaj Kal (Original Motion Picture Soundtrack),Yeh Dooriyan,56,241636,False,0.615,0.566,7,-7.841,0,0.0304,0.696,0.053,0.0964,0.309,109.986,4,indian
6824,7AIP5Lqy500r7pYtdCpphh,Wolves In The Throne Room,Celestite,Sleeping Golden Storm,16,541928,False,0.104,0.345,9,-14.844,0,0.0385,0.813,0.922,0.154,0.0379,91.211,4,black-metal
22559,0qZfhc3NDoeWKomjWX3DBU,LIK,Carnage,Rid You of Your Flesh,23,220200,False,0.209,0.989,0,-4.644,1,0.125,1.87e-06,0.348,0.177,0.113,104.536,4,death-metal
24719,47dF1EgVZ7qYVN584jJrGv,Kevin Saunderson;e-Dancer;Virus J;THEMBA,Oombah (THEMBA's Herd Remix),Oombah - THEMBA's Herd Extended Remix,5,441766,False,0.731,0.618,10,-12.759,0,0.0536,0.00717,0.868,0.0624,0.185,121.991,4,detroit-techno
79423,6osge3cxU5DKKEcbru8Tk5,Omri Grummet;Nadav Amir-Himmel,Fusionnelle,Fusionnelle,60,145810,False,0.249,0.0374,5,-28.261,1,0.0596,0.996,0.946,0.124,0.14,64.162,3,piano
80615,1HT0RzPuChHC1kWbIplHyw,Rahat Fateh Ali Khan;Shreya Ghoshal,Bodyguard,Teri Meri,62,325311,False,0.401,0.517,2,-6.618,0,0.0481,0.0661,0.0,0.202,0.471,128.451,4,pop-film
18695,5y4dDCPJlGpJY4HCQmbTu1,Brian Regan,Live from Radio City Music Hall,Airport Music,21,193455,False,0.557,0.794,1,-10.249,1,0.949,0.948,8.34e-06,0.743,0.137,48.023,4,comedy
92623,4qbLOU1T7xgTH87eUSkvJ1,Elvis Presley,Elvis 30 #1 Hits,(Marie's The Name) His Latest Flame,55,127093,False,0.661,0.917,4,-6.329,0,0.0375,0.565,0.00202,0.134,0.893,105.289,4,rockabilly
84433,3qebSLgUwaEqbwCM5sj5Kh,Jimi Hendrix,Axis: Bold As Love,Castles Made of Sand,62,168920,False,0.461,0.714,11,-9.159,0,0.313,0.504,0.0171,0.684,0.454,94.372,4,psych-rock
54354,38Use8SBVT4QK8EAc77Pe7,arai tasuku,Fantasmagorie The Ghost Show -Original Soundtrack-,The Joker of Sadness,11,68000,False,0.794,0.244,7,-14.657,1,0.116,0.777,0.899,0.122,0.602,126.995,4,idm
64793,6JB5maj0LjMQEf8Ws51rXJ,Nat King Cole Trio,Christmas Classics,All I Want For Christmas (Is My Two Front Teeth),0,151333,False,0.771,0.158,6,-10.374,0,0.0621,0.895,0.0,0.144,0.504,130.072,4,jazz
466,1YnLthg0HOs8YTzgN5hVh2,Kina Grannis;Imaginary Future,God Only Knows,God Only Knows,55,136542,False,0.658,0.125,8,-15.901,1,0.0323,0.877,0.0,0.287,0.507,106.686,4,acoustic
38180,7lu6YLrlB1MU7HW8DJSuPa,The Strokes,The New Abnormal,At The Door,60,310373,False,0.456,0.323,10,-6.764,1,0.0318,0.858,0.00913,0.146,0.363,116.903,4,garage
65837,0M7ai1yfYyb4OlyRgdmtTK,j-hope,Jack In The Box,Intro,65,58871,False,0.607,0.355,5,-14.867,1,0.828,0.948,0.000281,0.706,0.964,125.308,4,k-pop
70969,1tFF8EMjMwQ6FoXmFMIj2W,Eason Chan,我的快樂時代 (華星40系列),我的快樂時代,43,216760,False,0.582,0.442,2,-7.318,1,0.0266,0.625,1.27e-06,0.205,0.23,90.025,4,mandopop
104843,0iQC0UBR7MXlEdnZovPg7r,Mägo de Oz,Finisterra Ópera Rock,Prólogo,26,138706,False,0.223,0.5,7,-6.808,1,0.0319,0.0225,0.567,0.192,0.0463,97.546,3,spanish
98386,5bphWpcTM84wiP9u0em7Za,Carrie Hope Fletcher,When the Curtain Falls,Journey to the Past,26,171280,False,0.439,0.392,6,-8.085,1,0.0305,0.57,2.99e-06,0.334,0.389,94.393,4,show-tunes
72055,54otdw8MmYNz2ewGHzmaTP,The Plot In You,FEEL NOTHING (RESET),FEEL NOTHING - RESET,55,220688,True,0.34,0.887,4,-4.54,0,0.0898,0.00345,2.72e-06,0.0622,0.215,144.081,4,metalcore
50285,4ZtJ5mEytzeHEilU8v7fWA,Rata Blanca,"XX Aniversario En Vivo - Magos, Espadas Y Rosas",Haz tu jugada - Vivo,27,393992,False,0.448,0.949,5,-6.24,0,0.0418,1.62e-06,0.0124,0.384,0.245,142.053,4,heavy-metal
1219,2Fc99kfkQ1S2RilXcd6xIU,Money Chicha,Echo en Mexico,Quieren Efectos,24,167217,False,0.553,0.773,5,-6.446,1,0.0343,0.173,0.865,0.185,0.597,96.617,4,afrobeat
96711,6onYIWMYHWdzwUvZDZ6c7I,Vou Zuar,Salseiro (Ao Vivo),Salseiro - Ao Vivo,38,200879,False,0.65,0.903,7,-5.27,0,0.0348,0.663,0.0,0.988,0.869,94.025,4,samba
22459,1ZlTDTGu86Bxf0RQX2RjMz,Miss May I,Curse Of Existence,Into Oblivion,53,255573,False,0.284,0.973,11,-2.558,0,0.111,1.07e-05,0.0,0.51,0.0821,149.065,4,death-metal
39722,6hwWPRDh6wL6VsemOZEsl8,Zaunpfahl,Leben ist,Polizisten,39,118413,False,0.384,0.927,9,-4.997,0,0.136,0.188,6.99e-06,0.428,0.479,145.27,4,german
65275,4xd8fO9NUlWWrEH2dTo3ma,Yuvan Shankar Raja;Haricharan;Tanvi Shah,MasterWorks - Yuvanshankar Raja,"Thuli Thuli (From ""Paiya"")",55,283346,False,0.706,0.528,7,-7.431,0,0.0312,0.257,0.0019,0.112,0.634,92.021,4,k-pop
62007,2e1gUS6Wv8GS8ZT6FMeE1J,ロクデナシ,ただ声一つ,ただ声一つ,70,161561,False,0.707,0.5,1,-5.78,1,0.0296,0.895,4e-05,0.234,0.583,129.97,4,j-pop
23297,56Ntm7t5pnPlusR7tsSt5t,Furkan Sert;Ashal S,Remixes Amsterdam Dance2022,Turkey Remixes - Ashal S Eastern Assassin Remix,0,546895,False,0.746,0.951,4,-5.921,0,0.0417,5.19e-05,0.867,0.0756,0.137,122.009,4,deep-house
73521,18mfe5YtwXeqhbuSABYVCK,Jan Blomqvist;Animal Trainer,Big Jet Plane,Big Jet Plane - Animal Trainer Remix,44,400926,False,0.89,0.443,0,-8.654,1,0.0497,0.0372,0.385,0.369,0.199,122.002,4,minimal-techno
74997,6JVRY8QoE6pdVYWmT97LJu,Alceu Valença;Orquestra Ouro Preto,Valencianas (Ao Vivo),Sete Desejos - Ao Vivo,39,244586,False,0.427,0.564,2,-10.231,1,0.0324,0.558,0.00189,0.797,0.474,102.119,4,mpb
16310,6mVZ46TZ8S4XLknpAXUfhI,M. S. Subbulakshmi,Anubhti - The 'MS' Experience,Pibare Ramarasam - Yamunakalyani - Adi,40,187480,False,0.469,0.477,11,-9.399,1,0.0401,0.995,0.89,0.41,0.6,84.425,4,classical
13379,6q6OcBuf2f9Z9Pwsl9U6Vm,Armando,One World One Future,World Beat,11,318426,False,0.76,0.446,8,-11.894,0,0.0728,0.0117,0.882,0.0859,0.453,125.056,4,chicago-house
33210,2QfkJ9lURgRpcFT2Y0B1e3,XXXTENTACION,Bad Vibes Forever,UGLY,57,91800,True,0.528,0.325,2,-12.501,1,0.0293,0.857,0.0145,0.114,0.0412,83.651,4,emo
104410,7iW1sJFKISpdIwcduuNigj,Álvaro De Luna,Levantaremos al sol,Levantaremos al sol,58,223630,False,0.572,0.777,1,-3.899,0,0.0808,0.0029,0.0,0.0742,0.703,124.829,4,spanish
59245,2KfbLq9MawF5QMmjACPOOe,Alireza Mashayekhi;Djamchid Chemirani,Sheherazade,Entezar,0,93600,False,0.608,0.148,7,-31.439,1,0.918,0.879,4.17e-05,0.148,0.291,132.638,3,iranian
52562,7HoT71NtZURgZ4ci3NpC8c,Ray Price,The Essential Ray Price,Burning Memories,13,149573,False,0.386,0.399,10,-12.42,1,0.031,0.75,6.82e-05,0.378,0.548,102.175,4,honky-tonk
76765,6ajWbqOQ8t0rQx8fHB8aal,Celtic Thunder;Damian McGinty,Legacy (Vol. 2),Home,20,220093,False,0.532,0.325,5,-10.89,1,0.027,0.742,1.01e-05,0.104,0.234,133.984,4,opera
43563,5XAN6kTKm8a5Tb2MHGnuaS,Mpirgkel,Back in Your Life,Close Your Eyes,46,251808,False,0.688,0.687,1,-7.474,0,0.0342,0.00513,0.818,0.102,0.602,120.001,4,groove
84604,3CPFHaVEHkkH26hAEPgMMp,The Beatles,Abbey Road (Super Deluxe Edition),Here Comes The Sun - 2019 Mix,53,185706,False,0.569,0.557,9,-10.208,1,0.0428,0.038,0.000228,0.136,0.292,129.101,4,psych-rock
28801,5gnuOwxhhGPrQeqs5DBE4n,Krewella;Riaz Qadri;Ghulam Ali Qadri,Coke Studio Season 11 (Sound of The Nation),Runaway,23,384000,False,0.653,0.593,9,-6.498,0,0.0323,0.0436,0.0,0.309,0.336,106.92,4,dub
70614,5rwEzOpDovuwZ12wAUbzQi,林志炫,擦聲而過,離人,50,295613,False,0.39,0.294,6,-10.722,1,0.0328,0.796,0.0,0.0785,0.174,177.679,4,mandopop
63444,0qFgvQk7s2hG52Um1wsPvS,Angel Parra Trio;Julian Peña,La Hora Feliz (En Vivo),No Puedo Quitar Mis Ojos de Ti (En Vivo),36,230053,False,0.474,0.854,2,-7.826,1,0.076,0.698,0.000614,0.987,0.463,128.26,4,j-rock
9295,6I1xKOKLWzxIuauemavcz3,Titãs,Ressaquinha,Não vou me adaptar,0,221733,False,0.536,0.399,10,-7.579,1,0.0319,0.307,0.000327,0.105,0.476,81.371,4,brazil
56124,7bd6i95HUlQkNkTQClwcW5,NAALAYAK,Hindi Gaane,Zakir,52,221666,False,0.613,0.508,7,-8.489,1,0.0343,0.275,8.28e-06,0.0809,0.327,144.106,4,indie-pop
35404,3QkKCTSHnJlUag0GG9F1cN,Avine Vinny;Matheus & Kauan,Maturidade (feat. Matheus & Kauan),Maturidade (feat. Matheus & Kauan),43,194240,False,0.604,0.726,7,-8.577,0,0.0494,0.476,0.0,0.905,0.782,148.007,4,forro
58343,0uRCG9LBWCg0yF3S9qCG1Y,Powerman 5000,Tonight The Stars Revolt,An Eye Is Upon You,26,51093,False,0.555,0.209,11,-20.547,0,0.362,0.195,0.245,0.19,0.083,92.934,4,industrial
36891,0laUPhh0p0BceQBPqwwck5,Alexandre Desplat,The Lost King (Original Motion Picture Soundtrack),National Library,14,269040,False,0.0938,0.151,2,-20.418,0,0.038,0.917,0.959,0.11,0.038,79.952,4,french
27192,2IrvFNd1zqKQHVmPboVoYI,Chase & Status;Tinie Tempah;Wretch 32,No More Idols (Platinum Edition),Hitz - Wretch 32 Remix,21,210000,True,0.448,0.912,9,-3.72,1,0.304,0.014,0.0,0.243,0.494,125.782,5,drum-and-bass
40763,5D2xX7ZQEPcd5sUK6Kd91I,Netto;Jéssica Augusto,Enche-me Com Teu Poder (Ao Vivo),Enche-me Com Teu Poder - Ao Vivo,39,350840,False,0.49,0.757,11,-6.61,0,0.04,0.332,0.0,0.505,0.332,140.025,4,gospel
85059,5A8jUZatix87xG0Zj6HSKG,The Cab,Symphony Soldier,Angel With a Shotgun,63,223092,False,0.543,0.84,2,-5.121,1,0.0499,0.00471,0.0,0.179,0.394,124.037,4,punk-rock
13085,6DvvkGHg2STG7lVkKHKiwF,Mike Dunn;Dirty Channels,Natural High (Remixes),Natural High - Dirty Channels Remix,17,244133,False,0.846,0.903,2,-7.245,0,0.0418,0.00141,0.788,0.0786,0.925,126.005,4,chicago-house
44760,3JAu2BH8sSI46rJGzQerb6,Linkin Park,Hybrid Theory,Forgotten,43,194426,False,0.615,0.947,8,-3.817,0,0.11,0.0132,0.0,0.366,0.498,108.193,4,grunge
53366,4bMLBGnjAGVFpjAfIkD0UY,Alan Walker;Conor Maynard,Believers,Believers,61,159077,False,0.649,0.69,8,-5.384,0,0.0296,0.0247,0.0,0.161,0.593,104.04,4,house
110730,32qsBWH7rum5R0njrjXC9M,GAIA,Trance Top 1000 (Mini Mix 001) - Armada Music,Stellar (Mixed),51,109105,False,0.541,0.846,8,-10.979,1,0.0462,0.00306,0.901,0.516,0.0395,131.945,4,trance
42556,2siPIDw2cTH22BnIEOCvSF,Cloud Rat,Do Not Let Me Off The Cliff (Deluxe Edition),623,14,225000,False,0.42,0.691,5,-9.808,0,0.033,0.00664,0.306,0.107,0.0977,100.019,4,grindcore
74640,3omABBE7snzMValdT3YvUD,Vander Lee,Naquele verbo agora,Meu jardim,40,275680,False,0.522,0.339,0,-14.415,1,0.0285,0.792,0.183,0.0855,0.352,131.502,4,mpb
44127,1L94M3KIu7QluZe63g64rv,Pearl Jam,Ten,Alive,76,340907,False,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,4,grunge
61359,2ShA0xOaEjHwYskbBdszgk,MAX,MAXIMUM COLLECTION,銀河の誓い,24,299300,False,0.635,0.87,2,-4.679,1,0.0306,0.0131,8.92e-06,0.384,0.214,134.05,4,j-idol
76302,10zfQIoFPJJLTz97BTCivL,Dimash Qudaibergen,"Couldn't Leave (電視劇《親愛的, 熱愛的》插曲)","Couldn't Leave (電視劇《親愛的, 熱愛的》插曲)",41,193600,False,0.295,0.402,6,-10.493,0,0.0321,0.535,0.000104,0.105,0.069,149.525,4,opera
69646,0WyVlxsJFTUXXmZbal1lBT,Mathan;Naven,Intha Vechiko,Playgirl,26,323633,False,0.455,0.772,0,-9.049,1,0.0919,0.452,1.98e-05,0.0305,0.963,67.49,4,malay
70776,73mPm5Drtp0hDsyio1vPWE,Jane Huang,途中,途中,54,237520,False,0.504,0.569,8,-5.662,1,0.0309,0.238,0.0,0.187,0.45,172.044,4,mandopop
34307,6fZ3OaJywyAGw4Lytc1nkv,Papon;Shreya Ghoshal;Rochak Kohli;R. D. Burman,Music Teacher,Rimjhim Gire Saawan,39,263020,False,0.653,0.419,1,-7.974,0,0.0312,0.845,0.0,0.106,0.402,109.948,4,folk
66596,2aEFTRA97ESrZ4mY6IwBMB,Rik Gaynor,Kids That's A Party!,2000's Party Dance Medley (Cha Cha Slide/Hey Baby/Chocolate Chocco Chocco/Fast Food Song),10,539141,False,0.562,0.806,11,-6.836,0,0.134,0.0173,9.65e-06,0.364,0.534,129.935,4,kids
5781,3PLQj7TnKFV7IpKuxiNeTS,Rustage;Fabvl;None Like Joshua;Connor Quest!;Eddie Rath;iBringDaLULZ;Cdawgva;Zach Boucher;Shwabadi;Divide Music;GameboyJones;Shao Dow;DizzyEight;FrivolousShara;DiggzDaProphecy;Dreaded Yasuke;BassedOlaf;Daddyphatsnaps,Shonen Jump,Shonen Jump,45,439492,False,0.782,0.732,9,-4.749,0,0.317,0.454,0.0,0.105,0.786,80.018,4,anime
65931,2BPXILn0MqOe5WroVXlvN1,AILEE,"Guardian (Original Television Soundtrack), Pt. 9",I Will Go To You Like the First Snow,66,229678,False,0.497,0.431,5,-4.755,0,0.0287,0.66,0.0,0.153,0.167,133.675,4,k-pop
54983,2IAAJwjGbCOUKRZpe1oAy8,Tanzmuzik,Scratches,Phoenix At Desert,9,352800,False,0.201,0.376,9,-15.199,1,0.0658,0.993,0.969,0.175,0.0468,67.099,3,idm
97076,1QTciULkF5PbJyPuadAEPI,Turma do Pagode;Vou pro Sereno,Turma no Quintal (Ao Vivo),Golaço (Ao Vivo),54,184622,False,0.617,0.671,1,-6.258,0,0.0988,0.505,0.0,0.522,0.72,171.864,4,sertanejo
20953,514rhnksEwHUh6LxXsQ4Y9,Selena Gomez,13 Reasons Why (Season 2),Back To You,72,210240,False,0.6,0.683,6,-6.271,1,0.0493,0.0984,1.26e-06,0.11,0.494,102.036,4,dance
